Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
t_hilton_19.txt,1,164,94.80,80.32,40.20,96.29,14.91,7.93,83.54,49.39,7.32,6.71,0.00,5.49,0.61,0.00,0.61,0.61,13.41,14.02,6.71,1.83,6.71,3.05,12.80,6.10,3.05,0.61,2.44,2.44,5.49,4.88,0.00,0.00,0.00,0.00,10.98,0.00,0.61,0.00,0.00,9.15,0.00,0.61,0.00,3.05,1.22,5.49,3.05,2.44,0.61,0.00,2.44,0.00,0.00,0.00,2.44,11.59,6.71,1.22,1.83,1.83,0.00,9.76,2.44,0.00,14.02,1.22,11.59,2.44,1.83,3.05,2.44,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.73,7.93,6.10,0.00,0.00,0.00,0.00,0.61,0.00,1.22,3.66,1.22
t_hilton_2.txt,1,398,93.26,30.77,86.57,34.49,20.95,15.08,90.70,54.02,10.80,6.28,5.53,0.00,0.25,0.50,0.00,4.52,11.31,16.58,7.54,2.76,5.53,1.26,14.32,6.53,3.52,0.25,2.26,1.76,4.52,2.51,2.01,1.01,0.00,0.25,5.03,0.00,0.00,0.50,0.00,8.54,0.25,1.26,1.51,1.51,0.75,3.52,4.27,3.27,0.25,0.75,0.50,0.25,0.25,0.00,0.00,5.53,0.00,1.01,2.51,1.51,1.51,7.04,5.03,0.25,20.35,1.51,15.58,3.77,2.76,1.26,6.03,0.75,0.00,0.00,0.50,0.00,0.00,0.25,0.25,0.00,14.07,4.77,4.77,0.00,0.00,0.00,0.00,1.01,1.51,0.50,1.51,0.00
t_hilton_20.txt,1,188,81.28,27.93,94.96,2.43,15.67,14.36,94.15,58.51,14.36,9.57,7.45,1.06,0.00,0.00,1.06,4.79,10.11,15.43,10.11,3.19,4.26,2.13,18.62,3.19,2.66,0.53,1.60,1.60,3.72,0.53,3.19,0.53,0.00,1.06,5.32,0.00,0.00,0.00,0.00,10.64,3.72,1.06,1.60,1.60,0.53,2.66,1.06,0.00,0.00,1.06,1.60,1.06,0.53,0.00,0.00,5.32,1.06,1.60,2.13,1.06,0.53,6.91,7.45,0.00,18.62,2.13,11.17,6.91,2.66,3.72,5.32,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,6.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
t_hilton_3.txt,1,59,56.55,63.27,56.85,25.77,11.80,22.03,86.44,42.37,5.08,3.39,0.00,3.39,0.00,0.00,0.00,1.69,5.08,8.47,11.86,5.08,6.78,3.39,15.25,5.08,0.00,0.00,0.00,0.00,8.47,3.39,3.39,0.00,0.00,0.00,10.17,0.00,1.69,0.00,0.00,11.86,0.00,3.39,3.39,1.69,0.00,6.78,1.69,0.00,0.00,0.00,5.08,0.00,1.69,0.00,5.08,8.47,3.39,0.00,3.39,1.69,0.00,6.78,5.08,0.00,18.64,3.39,11.86,5.08,5.08,1.69,3.39,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.95,8.47,5.08,0.00,0.00,0.00,0.00,1.69,0.00,1.69,0.00,0.00
t_hilton_4.txt,1,154,87.93,37.27,76.45,94.75,25.67,14.29,83.12,50.00,7.14,4.55,1.95,0.00,2.60,0.00,0.00,2.60,10.39,13.64,9.09,2.60,7.79,1.95,12.99,9.74,6.49,0.00,1.95,5.84,4.55,4.55,0.00,0.00,0.00,0.00,3.25,0.00,0.65,0.00,0.00,8.44,0.00,0.00,0.65,1.30,2.60,5.19,0.65,0.00,0.65,0.00,0.65,0.00,0.00,0.00,0.65,5.84,0.00,1.30,3.90,1.30,0.00,4.55,7.79,0.65,18.83,3.25,16.23,1.95,2.60,4.55,2.60,1.30,0.00,0.00,0.65,0.00,0.00,0.00,0.65,0.00,12.99,3.90,6.49,0.00,0.00,0.00,0.00,0.00,0.00,1.30,1.30,0.00
t_hilton_5.txt,1,177,67.26,54.50,79.71,57.83,17.70,10.73,90.40,57.63,13.56,9.04,3.95,2.26,0.56,0.56,1.69,4.52,10.73,11.30,9.60,5.08,6.21,2.26,17.51,2.26,0.56,0.56,2.82,1.13,2.82,2.26,0.56,0.00,0.56,0.00,7.91,1.13,0.00,1.69,0.00,5.65,0.56,0.56,0.56,1.69,0.56,3.39,1.69,1.13,0.56,0.00,1.13,0.00,0.00,0.00,1.13,8.47,3.39,2.26,1.69,1.69,0.00,9.60,7.34,1.13,19.21,2.26,10.17,7.34,1.69,1.13,1.69,5.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.73,5.08,4.52,0.00,0.00,0.00,0.56,0.56,0.00,0.00,0.00,0.00
t_hilton_6.txt,1,131,42.31,62.01,92.80,54.51,18.71,18.32,91.60,58.78,22.14,18.32,12.21,0.00,1.53,3.05,1.53,3.82,3.05,16.79,7.63,6.11,6.87,0.76,19.85,5.34,3.82,3.05,2.29,2.29,4.58,3.05,1.53,0.00,0.76,0.76,15.27,0.00,0.76,3.05,0.00,6.87,2.29,0.76,0.00,3.05,0.76,0.76,3.05,0.00,3.05,0.00,0.76,0.00,0.76,0.00,0.00,5.34,0.00,3.05,1.53,2.29,0.00,8.40,7.63,0.76,17.56,6.11,6.11,6.11,6.11,0.76,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.03,3.05,5.34,0.00,0.00,0.76,1.53,0.00,4.58,0.76,0.00,0.00
t_hilton_7.txt,1,63,85.16,78.64,68.01,55.71,7.88,22.22,85.71,41.27,4.76,1.59,0.00,0.00,1.59,0.00,0.00,3.17,4.76,14.29,7.94,7.94,3.17,1.59,14.29,11.11,1.59,0.00,0.00,3.17,4.76,3.17,1.59,0.00,0.00,0.00,7.94,0.00,0.00,0.00,0.00,11.11,3.17,1.59,0.00,3.17,3.17,0.00,3.17,0.00,0.00,1.59,1.59,0.00,1.59,0.00,0.00,6.35,1.59,0.00,3.17,1.59,0.00,0.00,9.52,3.17,20.63,3.17,12.70,6.35,9.52,6.35,0.00,1.59,0.00,0.00,1.59,0.00,0.00,1.59,0.00,0.00,17.46,11.11,4.76,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00
t_hilton_8.txt,1,194,67.91,13.95,57.70,1.00,13.86,17.01,82.47,48.97,8.76,3.09,2.58,0.00,0.00,0.00,0.52,5.67,9.79,11.34,8.76,5.67,7.73,4.64,12.89,4.64,2.06,3.09,5.67,1.03,5.67,1.03,4.64,1.55,0.00,1.55,1.55,0.00,0.00,0.00,0.00,10.31,0.52,0.52,1.55,2.06,1.03,5.15,2.06,1.03,0.52,0.52,2.58,0.52,1.03,0.00,2.06,7.73,0.52,1.03,4.12,1.55,0.52,2.06,10.82,1.55,15.46,2.06,10.31,3.09,1.55,5.15,3.61,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.35,9.79,5.67,1.03,0.00,1.03,0.00,2.58,0.00,4.12,2.06,2.06
t_hilton_9.txt,1,127,88.77,62.37,94.70,70.24,18.14,15.75,88.19,51.97,9.45,5.51,2.36,3.15,0.00,0.00,0.00,3.94,10.24,14.17,10.24,4.72,2.36,1.57,15.75,3.15,2.36,0.00,0.00,1.57,3.94,3.15,0.79,0.00,0.00,0.00,5.51,0.00,0.00,0.00,0.00,8.66,0.79,0.79,3.15,0.79,1.57,1.57,2.36,0.79,0.79,0.79,0.79,0.00,0.00,0.00,0.79,8.66,3.15,1.57,3.94,0.79,0.79,5.51,6.30,0.00,29.13,3.94,20.47,7.09,3.15,4.72,5.51,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.39,5.51,3.94,0.00,0.00,0.00,0.00,1.57,0.00,0.79,1.57,0.00
t_james_1.txt,1,145,89.42,50.00,61.54,2.14,20.71,17.24,91.72,55.86,11.72,6.21,1.38,0.00,0.00,0.00,4.83,5.52,13.10,14.48,5.52,2.76,6.90,4.14,8.28,4.14,2.07,0.69,2.07,2.07,4.14,0.69,3.45,1.38,0.00,0.69,10.34,1.38,0.69,0.69,0.69,6.90,0.69,0.69,0.00,0.69,0.69,4.83,1.38,0.69,0.00,0.69,0.00,0.00,0.00,0.00,0.00,11.72,2.07,2.07,6.21,1.38,0.69,5.52,2.07,0.00,15.86,1.38,9.66,4.83,5.52,4.14,2.07,1.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,4.83,2.76,0.00,0.00,0.00,0.00,0.69,0.00,2.07,0.00,0.00
t_james_10.txt,1,101,82.40,88.25,19.51,79.81,9.18,15.84,92.08,52.48,10.89,5.94,0.99,4.95,0.00,0.00,0.00,4.95,13.86,8.91,9.90,4.95,3.96,0.99,15.84,3.96,0.00,2.97,0.99,0.99,5.94,3.96,0.99,0.00,0.00,0.00,9.90,0.00,0.99,0.99,0.00,8.91,1.98,2.97,1.98,0.00,0.99,0.99,1.98,0.00,0.00,1.98,4.95,0.00,0.99,0.00,3.96,10.89,6.93,0.00,1.98,0.99,0.99,13.86,0.99,0.00,13.86,0.99,5.94,6.93,4.95,5.94,5.94,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.87,10.89,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
t_james_11.txt,1,206,94.51,48.06,67.87,18.60,12.12,13.11,84.47,51.46,4.37,1.94,0.49,1.46,0.00,0.00,0.00,2.43,13.59,14.08,7.77,4.85,6.80,2.43,12.14,6.31,3.40,0.49,3.40,4.37,2.91,0.97,1.46,0.00,0.00,0.97,3.88,0.00,0.49,0.00,0.00,5.83,0.00,0.00,0.49,1.94,0.49,2.91,1.46,0.49,0.49,0.49,0.49,0.49,0.00,0.00,0.00,6.31,2.43,0.49,3.88,0.00,0.00,8.74,1.94,0.49,20.87,1.94,16.99,3.88,0.49,3.40,6.31,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.65,7.77,1.94,0.49,0.00,0.00,0.49,0.00,0.49,0.00,0.00,0.49
t_james_12.txt,1,282,81.28,98.79,54.20,38.37,20.14,19.86,93.26,59.93,15.96,11.70,0.71,8.51,0.00,0.71,1.77,4.26,9.22,17.73,6.03,4.96,6.03,2.48,12.41,3.19,1.77,1.77,2.48,1.06,2.48,1.42,0.71,0.00,0.00,0.35,18.44,1.77,0.00,0.71,0.35,6.38,0.00,1.77,1.06,1.42,1.06,1.06,0.71,0.00,0.00,0.00,1.06,0.00,0.00,0.00,1.06,14.89,9.22,0.71,4.26,1.06,0.00,7.80,2.48,0.71,21.63,3.90,9.93,7.80,3.19,3.55,1.77,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.38,4.96,0.71,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00
t_james_13.txt,1,98,62.94,23.75,98.21,25.77,10.89,20.41,87.76,54.08,9.18,5.10,4.08,0.00,0.00,0.00,1.02,3.06,7.14,13.27,9.18,7.14,7.14,4.08,17.35,0.00,0.00,1.02,1.02,2.04,0.00,0.00,0.00,0.00,0.00,0.00,6.12,0.00,0.00,0.00,2.04,12.24,2.04,0.00,0.00,4.08,2.04,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00,2.04,2.04,0.00,0.00,11.22,7.14,0.00,22.45,4.08,13.27,6.12,5.10,4.08,4.08,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,9.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
t_james_14.txt,1,93,54.54,85.89,87.68,45.52,93.00,8.60,94.62,53.76,13.98,9.68,4.30,2.15,1.08,0.00,2.15,4.30,7.53,10.75,4.30,9.68,8.60,1.08,15.05,4.30,1.08,2.15,4.30,3.23,3.23,2.15,1.08,0.00,1.08,0.00,12.90,1.08,1.08,1.08,0.00,10.75,1.08,0.00,2.15,3.23,4.30,0.00,2.15,0.00,2.15,0.00,0.00,0.00,0.00,0.00,0.00,9.68,4.30,1.08,4.30,2.15,0.00,7.53,4.30,0.00,24.73,6.45,16.13,4.30,1.08,2.15,6.45,0.00,0.00,0.00,4.30,0.00,0.00,3.23,1.08,0.00,33.33,32.26,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
t_james_15.txt,1,125,92.48,18.95,81.59,7.37,15.62,14.40,85.60,48.00,7.20,4.00,4.00,0.00,0.00,0.00,0.00,3.20,8.00,16.00,8.00,2.40,5.60,1.60,12.00,5.60,3.20,0.80,0.00,1.60,6.40,2.40,4.00,0.80,0.80,0.80,1.60,0.00,0.00,0.00,1.60,10.40,1.60,1.60,0.80,3.20,0.80,4.80,1.60,1.60,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.80,0.00,1.60,2.40,0.00,0.80,5.60,8.00,0.00,16.80,3.20,13.60,2.40,5.60,4.00,8.80,0.80,0.00,0.00,0.80,0.00,0.00,0.00,0.80,0.00,12.00,5.60,0.80,0.00,0.00,0.00,0.80,0.00,0.00,1.60,1.60,1.60
t_james_16.txt,1,79,83.00,50.00,45.06,49.32,15.80,17.72,84.81,49.37,7.59,2.53,0.00,2.53,0.00,0.00,0.00,5.06,11.39,10.13,10.13,2.53,7.59,1.27,13.92,8.86,5.06,0.00,3.80,2.53,1.27,1.27,0.00,0.00,0.00,0.00,2.53,0.00,0.00,0.00,0.00,7.59,1.27,1.27,1.27,1.27,1.27,3.80,0.00,0.00,0.00,0.00,1.27,0.00,1.27,0.00,0.00,11.39,5.06,0.00,5.06,1.27,0.00,5.06,6.33,0.00,16.46,2.53,11.39,3.80,2.53,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.92,5.06,6.33,0.00,0.00,0.00,2.53,0.00,0.00,0.00,0.00,0.00
t_james_17.txt,1,299,35.67,28.48,87.01,37.61,18.69,17.39,87.63,54.52,16.39,12.71,9.70,0.00,1.00,0.33,1.67,3.68,7.69,9.03,8.70,8.70,7.02,2.01,17.06,3.01,0.67,0.00,1.67,2.34,5.35,3.01,2.34,0.00,0.67,0.67,8.70,0.00,0.67,0.67,0.00,11.71,1.67,0.67,2.34,5.02,0.67,3.68,1.34,0.00,1.34,0.00,0.33,0.00,0.33,0.00,0.00,2.68,0.33,0.67,0.33,0.67,0.67,6.02,10.03,1.34,15.38,2.68,5.69,8.03,6.02,2.34,1.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.72,5.35,4.01,0.00,0.00,0.00,0.00,1.34,2.01,3.01,0.67,0.33
t_james_18.txt,1,65,73.14,43.89,53.59,1.51,10.83,18.46,89.23,55.38,6.15,3.08,0.00,3.08,0.00,0.00,0.00,3.08,10.77,10.77,10.77,4.62,7.69,4.62,16.92,4.62,0.00,0.00,0.00,0.00,6.15,1.54,4.62,0.00,3.08,0.00,4.62,0.00,0.00,0.00,0.00,9.23,0.00,0.00,3.08,0.00,1.54,4.62,0.00,0.00,0.00,0.00,3.08,0.00,3.08,0.00,0.00,9.23,3.08,0.00,6.15,0.00,0.00,10.77,3.08,0.00,20.00,4.62,12.31,3.08,3.08,6.15,4.62,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.92,9.23,3.08,0.00,0.00,0.00,0.00,1.54,0.00,3.08,0.00,0.00
t_james_19.txt,1,140,85.03,78.40,84.71,38.47,15.56,10.71,89.29,52.86,12.14,7.14,0.71,4.29,1.43,0.00,0.71,5.00,9.29,14.29,5.00,5.71,5.71,1.43,10.71,7.14,1.43,0.71,4.29,2.86,3.57,2.14,1.43,0.00,0.00,0.71,7.86,0.00,0.00,0.00,0.00,6.43,0.00,0.71,1.43,1.43,0.71,3.57,3.57,0.71,1.43,1.43,0.00,0.00,0.00,0.00,0.00,8.57,4.29,1.43,0.71,2.86,0.00,7.14,2.86,0.00,24.29,3.57,14.29,6.43,0.00,2.14,4.29,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,7.14,5.71,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.71
t_james_2.txt,1,223,82.12,23.65,95.11,19.11,13.12,17.94,86.10,50.67,11.21,7.17,6.28,0.00,0.45,0.00,0.45,4.04,10.76,11.66,8.52,1.35,5.38,4.04,11.66,5.38,3.14,0.90,3.59,1.79,4.93,2.24,2.69,0.45,0.45,0.45,8.07,0.00,1.35,0.00,0.90,11.21,1.35,0.90,2.24,3.59,0.45,4.93,0.90,0.00,0.45,0.45,0.45,0.45,0.00,0.00,0.00,6.73,1.35,1.35,4.04,0.45,0.45,7.62,4.48,0.00,20.63,1.35,12.11,7.62,2.24,1.35,4.04,0.00,0.45,0.00,0.90,0.45,0.00,0.45,0.00,0.00,10.76,6.73,2.24,0.00,0.00,0.00,1.35,0.00,0.00,0.45,0.00,0.00
t_james_20.txt,1,111,72.42,35.91,17.17,13.56,10.09,15.32,87.39,57.66,7.21,3.60,0.90,2.70,0.00,0.00,0.00,3.60,10.81,12.61,9.01,6.31,10.81,2.70,10.81,5.41,0.90,0.00,2.70,1.80,4.50,1.80,2.70,0.90,0.90,0.00,2.70,0.00,0.00,0.00,0.00,7.21,0.00,0.00,1.80,0.90,1.80,4.50,5.41,4.50,0.90,0.00,0.90,0.00,0.00,0.00,0.90,6.31,2.70,0.90,1.80,0.90,0.00,9.91,0.00,0.00,11.71,0.90,9.91,1.80,3.60,3.60,4.50,0.90,0.90,0.00,1.80,0.90,0.00,0.90,0.00,0.00,13.51,9.91,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90
t_james_3.txt,1,161,85.38,59.82,77.16,2.94,17.89,22.36,82.61,44.72,7.45,3.11,0.00,2.48,0.00,0.00,0.62,4.35,7.45,12.42,7.45,3.11,6.21,1.86,14.29,6.83,2.48,0.62,1.86,3.11,3.73,0.62,3.11,0.62,0.00,1.24,6.21,0.00,1.24,0.00,0.00,8.07,0.62,0.62,3.11,1.24,0.00,4.35,2.48,0.00,2.48,0.00,1.24,0.00,0.00,0.62,0.62,13.04,3.73,3.11,4.97,0.62,1.86,4.97,6.21,2.48,23.60,3.11,10.56,9.94,0.62,1.24,5.59,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.94,5.59,3.11,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62
