Filename,Segment,WC,WPS,Sixltr,Dic,Pronoun,I,We,Self,You,Other,Negate,Assent,Article,Preps,Number,Affect,Posemo,Posfeel,Optim,Negemo,Anx,Anger,Sad,Cogmech,Cause,Insight,Discrep,Inhib,Tentat,Certain,Senses,See,Hear,Feel,Social,Comm,Othref,Friends,Family,Humans,Time,Past,Present,Future,Space,Up,Down,Incl,Excl,Motion,Occup,School,Job,Achieve,Leisure,Home,Sports,TV,Music,Money,Metaph,Relig,Death,Physcal,Body,Sexual,Eating,Sleep,Groom,Swear,Nonfl,Fillers,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Deceptive_Class
d_hilton_19.txt,1,106,15.14,14.15,78.3,14.15,9.43,0,9.43,1.89,0.94,1.89,0,9.43,9.43,0.94,5.66,0,0,0,5.66,0,0,0,4.72,0.94,0.94,1.89,0.94,2.83,1.89,3.77,0,2.83,0.94,6.6,3.77,2.83,0,0,0,3.77,6.6,6.6,0.94,0.94,0,0,7.55,1.89,0,1.89,0.94,1.89,0,0.94,0.94,0,0,0,0,0,0,0,5.66,0.94,0,4.72,0,0,0,0,0,13.21,5.66,4.72,0,0,0.94,0,0,0,1.89,0,0,1
d_hilton_2.txt,1,159,9.94,13.21,79.25,11.95,8.81,0,8.81,1.26,1.89,3.77,0,9.43,10.06,1.26,1.26,1.26,0.63,0.63,0,0,0,0,7.55,1.26,3.14,1.89,0,0.63,1.26,0,0,0,0,4.4,0.63,3.14,0,0,0.63,6.29,6.29,6.92,1.89,2.52,0,0.63,5.66,6.29,0.63,1.26,0,0.63,0.63,3.14,3.14,0,0,0,3.14,0,0,0,4.4,1.89,0,0,0,2.52,0,0,0.63,11.95,8.81,0.63,0,0,1.26,0,0,0,0.63,0,0.63,1
d_hilton_20.txt,1,151,30.2,23.18,58.28,3.31,0,0,0,1.32,0.66,1.99,0,8.61,17.22,0.66,2.65,0.66,0,0,1.99,0,0.66,1.32,1.32,0,0.66,0.66,0,2.65,0.66,0,0,0,0,3.31,0,1.99,1.32,0,0,1.99,0.66,6.62,1.99,3.97,0.66,0.66,5.96,4.64,0.66,0.66,0,0.66,0,1.32,0,1.32,0,0,1.32,0,0,0,0.66,0,0,0.66,0,0,0,0,0,8.61,3.31,4.64,0,0,0,0,0,0,0,0,0.66,1
d_hilton_3.txt,1,199,16.58,14.57,78.89,11.56,4.52,5.53,10.05,0,0.5,3.52,0.5,4.52,16.58,2.51,2.51,1.51,0,1.01,1.01,0,0.5,0,5.03,1.01,0.5,2.51,1.01,1.51,0,4.02,1.01,1.51,0.5,10.55,3.52,6.03,0,0,0.5,6.03,9.05,6.53,1.51,2.51,1.01,0,4.52,2.01,0.5,2.01,0,2.01,0.5,2.01,1.51,0,0,0,2.51,0,0,0,1.51,0,0,1.51,0,0,0,0,0,14.57,5.53,3.02,0,0,0,0.5,0.5,1.01,4.02,0,0,1
d_hilton_4.txt,1,126,18,11.9,75.4,9.52,3.97,0,3.97,3.17,0,2.38,0,10.32,15.87,1.59,3.97,3.97,0,0,0,0,0,0,4.76,0,0,3.17,0,3.17,0,3.97,3.17,0,0.79,3.97,0.79,3.17,0,0,0,3.17,0.79,10.32,6.35,3.17,0.79,0,3.97,7.14,0.79,1.59,0.79,0.79,0,0.79,0.79,0,0,0,2.38,0,0,0,1.59,0,0.79,0,0,0.79,0,0,0.79,6.35,4.76,0.79,0,0,0,0.79,0,0,0,0,0,1
d_hilton_5.txt,1,134,13.4,11.19,84.33,10.45,2.24,4.48,6.72,0.75,0.75,3.73,0,11.19,16.42,0.75,1.49,0,0,0,1.49,0,0,0,5.22,0.75,0.75,1.49,0.75,0.75,2.99,4.48,2.99,1.49,0,10.45,2.24,6.72,0.75,0.75,0,2.24,9.7,5.97,0.75,4.48,0.75,0.75,6.72,0.75,0.75,2.99,0,2.24,1.49,3.73,3.73,0,0,0,0.75,0,0,0,0.75,0,0,0,0,0.75,0,0,0.75,8.21,7.46,0,0,0,0,0,0,0,0.75,0,0,1
d_hilton_6.txt,1,232,15.47,18.97,74.14,13.36,8.19,0,8.19,1.29,0.86,1.29,0,9.91,12.93,2.59,3.45,1.29,0,0.86,2.16,0,0.43,0.43,4.74,0.43,0.86,1.29,1.29,1.29,0.43,0.86,0,0.86,0,4.74,1.29,2.59,0.43,0,0,6.47,5.17,7.76,1.29,2.59,1.72,0,4.74,2.59,1.29,2.16,0,1.29,0.86,1.29,1.29,0,0,0,1.29,0,0,0,1.29,0.43,0,0.86,0.43,0,0,0,0.43,12.93,6.03,2.59,0.43,0,0.43,0,0.43,0.86,1.29,0.86,0,1
d_hilton_7.txt,1,412,16.48,11.41,80.58,13.83,9.47,0.24,9.71,0,1.94,1.7,0.49,7.77,11.65,1.94,3.88,1.7,0.49,0.24,2.18,0,0.49,0,7.28,0.49,1.21,3.4,0.73,1.94,1.7,2.67,0.24,1.7,0.24,5.83,2.91,2.43,0,0,0.49,4.85,10.92,6.07,1.7,1.46,0.24,0.24,4.85,3.64,0.73,2.91,0.97,0.97,1.7,2.67,2.18,0.49,0,0,0.24,0,0,0,0.49,0,0,0,0.24,0.24,0,0,0.24,13.59,6.07,5.34,0,0,0,0,0.49,0,1.21,0.49,0,1
d_hilton_8.txt,1,138,15.33,13.04,78.99,10.87,5.07,3.62,8.7,0,0,1.45,0,10.14,13.04,2.9,3.62,1.45,0,0,2.17,0,0.72,0.72,2.9,0,0.72,0.72,0.72,2.9,1.45,0.72,0.72,0,0,6.52,0.72,4.35,0,0.72,0.72,4.35,12.32,1.45,1.45,5.8,3.62,0.72,7.97,2.17,1.45,0.72,0,0.72,0,2.9,2.9,0,0,0,1.45,0,0,0,0.72,0,0,0.72,0,0,0,0,0.72,7.97,6.52,0,0,0,0,0,0,0,0,1.45,0,1
d_hilton_9.txt,1,262,14.56,12.98,78.63,9.54,6.49,0,6.49,0,1.15,1.53,0.38,12.6,13.36,1.91,3.05,1.15,0,0.76,1.91,0,0.38,0.38,1.53,0.38,0.76,0,0.38,0.38,1.91,3.05,1.53,1.15,0,3.44,1.91,1.15,0.38,0,0,5.73,11.83,2.67,0.38,5.34,3.05,1.91,6.87,1.53,2.29,0.76,0.76,0.76,0,4.58,4.58,0,0,0,0,0,0,0,4.58,1.15,0,1.15,0.38,2.67,0,0,1.53,12.21,9.16,1.53,0,0.38,0,0,0,0,0.38,0.76,0,1
d_james_1.txt,1,570,21.11,13.68,78.42,14.21,8.95,0,8.95,0,2.46,1.05,0.35,9.65,14.74,2.63,2.11,1.4,0,0.7,0.7,0.18,0,0,5.96,1.05,1.23,2.98,0.35,1.75,0.53,3.68,1.23,2.28,0.18,6.49,3.16,2.63,0,0,0.53,3.16,11.05,2.28,0.35,4.21,0.88,0.53,7.37,3.16,1.75,1.4,0.18,1.05,0.35,3.33,3.16,0,0.35,0,0.53,0,0,0,2.28,0.88,0,0,1.05,0.88,0,0,0.18,12.46,4.74,5.79,0,0,0,0,0,0.53,0.53,0,0.88,1
d_james_10.txt,1,219,16.85,15.07,78.08,13.7,2.28,6.39,8.68,0.91,1.83,2.74,0,8.22,11.42,2.74,4.11,1.83,0,0.91,2.28,0.91,0,0,5.48,0,0,3.2,1.83,1.37,0.91,1.37,0,1.37,0,11.87,1.83,9.13,0,0,0.46,6.85,7.76,5.48,0.46,4.57,0.46,0,5.94,4.11,1.37,1.37,0,0.91,0.91,3.2,2.74,0.46,0,0,0.91,0,0,0,2.28,1.37,0,0.46,1.37,0.46,0,0,0,10.96,5.48,1.37,0,0,0,0.46,0,0.46,2.74,0,0.46,1
d_james_11.txt,1,182,18.2,15.93,79.67,12.64,7.69,3.3,10.99,0,1.1,2.2,0,8.79,13.19,0,2.75,1.65,0,1.1,1.1,0.55,0,0.55,7.69,1.65,0.55,4.4,0.55,1.65,1.1,1.1,0,1.1,0,7.14,2.2,4.4,0,0.55,0,4.4,10.44,6.04,1.1,4.4,1.1,0.55,4.95,3.85,1.65,0,0,0,0,3.85,3.3,0,0,0,0,0,0,0,3.3,0,0,2.2,1.65,0.55,0,0,0,9.89,5.49,4.4,0,0,0,0,0,0,0,0,0,1
d_james_12.txt,1,360,20,18.61,76.11,13.06,10,0,10,0.83,1.39,1.67,0.56,9.17,14.44,0.28,5.28,3.33,0.83,0.83,1.94,0.56,0.83,0,6.67,0.83,1.94,3.61,0.28,1.11,1.94,1.11,0.28,0.28,0,3.61,1.11,2.5,0,0,0,3.61,6.39,4.17,0.83,3.61,2.5,0,6.11,4.44,0.83,1.94,0,1.94,0,3.61,3.61,0,0,0,0,0,0,0,2.78,1.39,0,0,0.28,1.39,0,0,0,14.17,5.28,5.83,0,0,0,0,0.28,1.11,1.11,0.56,0,1
d_james_13.txt,1,157,15.7,18.47,73.25,10.83,7.64,0,7.64,0,0.64,1.91,0,9.55,13.38,0.64,1.27,0.64,0,0,0.64,0,0,0,5.1,0.64,0.64,3.18,0,3.18,1.91,1.91,1.91,0,0,1.27,0.64,0.64,0,0,0,6.37,10.83,3.18,0.64,0.64,0,0,5.1,3.18,0.64,1.91,0,1.91,1.91,1.27,1.27,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,8.28,4.46,1.91,0,0,0,1.91,0,0,0,0,0,1
d_james_14.txt,1,165,11.79,13.94,74.55,11.52,7.27,0,7.27,0,1.82,4.24,1.21,7.88,10.3,1.82,2.42,2.42,0,0.61,0,0,0,0,10.91,1.21,1.21,6.06,1.21,1.82,1.21,1.21,0.61,0,0,2.42,0,1.82,0,0.61,0,1.21,9.09,6.06,0,2.42,0,0.61,6.06,5.45,0,3.03,0.61,0.61,0,1.82,1.82,0,0.61,0,1.21,0,0,0,0.61,0,0,0.61,0,0,0,0,0.61,18.18,5.45,4.85,0,0.61,1.21,2.42,0,0,2.42,0,1.21,1
d_james_15.txt,1,99,11,19.19,78.79,10.1,2.02,6.06,8.08,0,1.01,2.02,0,12.12,14.14,0,5.05,3.03,2.02,0,2.02,0,1.01,0,5.05,0,1.01,1.01,1.01,0,0,2.02,1.01,1.01,0,11.11,2.02,7.07,0,2.02,0,2.02,11.11,5.05,0,4.04,2.02,0,12.12,1.01,1.01,2.02,1.01,2.02,0,4.04,4.04,0,0,0,0,0,0,0,1.01,0,0,0,0,1.01,0,0,0,10.1,8.08,0,0,0,0,2.02,0,0,0,0,0,1
d_james_16.txt,1,271,15.94,16.24,73.43,7.75,0,5.17,5.17,1.85,0,2.58,0.74,11.81,11.44,1.11,6.27,2.95,0.37,0.37,3.32,0.37,0.37,0.37,4.06,0.37,0.74,2.58,0.37,1.85,1.85,1.11,0.37,0.74,0,8.12,0.74,7.01,0,0,0,4.43,6.27,4.8,1.85,1.48,0,0.37,6.27,1.85,0.37,1.85,0,0.74,1.48,2.95,2.95,0,0,0,0,0,0,0,1.11,0,0,0,0.37,0.74,0,0,0,13.28,6.27,4.06,0,0,0,0,1.48,0,1.48,0,0,1
d_james_17.txt,1,121,20.17,9.92,79.34,9.09,4.96,0,4.96,0.83,0.83,2.48,0,12.4,14.88,2.48,2.48,2.48,0,0.83,0,0,0,0,6.61,0,0,1.65,0.83,3.31,1.65,3.31,0,2.48,0,5.79,3.31,2.48,0,0,0,4.13,9.92,4.13,1.65,3.31,1.65,0,9.09,1.65,0.83,1.65,0,0,1.65,3.31,2.48,0,0,0,0,0,0,0,4.13,0,0,1.65,0.83,1.65,0,0,0.83,9.09,4.96,4.13,0,0,0,0,0,0,0,0,0,1
d_james_18.txt,1,202,13.47,10.89,83.66,15.84,8.42,0,8.42,0,2.97,2.48,0.5,7.43,14.85,1.98,1.98,1.98,0.5,0,0,0,0,0,3.47,0.5,0.5,1.49,0,2.97,0.5,2.97,0,2.48,0.5,6.93,2.48,4.46,0,0,0,5.94,10.89,5.45,0.5,4.95,1.98,1.49,8.42,2.48,2.97,2.48,0.99,1.49,0.99,3.47,3.47,0,0,0,0,0,0,0,1.98,0,0,0,0,1.98,0,0,0,15.84,5.94,2.97,0,0,0.99,5.45,0,0,0.5,0,0,1
d_james_19.txt,1,32,10.67,28.12,71.88,3.12,3.12,0,3.12,0,0,0,0,12.5,9.38,0,12.5,6.25,0,3.12,6.25,0,6.25,0,6.25,0,0,6.25,0,0,3.12,6.25,6.25,0,0,0,0,0,0,0,0,0,0,15.62,3.12,6.25,3.12,0,6.25,6.25,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,3.12,0,0,0,3.12,0,0,0,0,0,1
d_james_2.txt,1,93,15.5,13.98,75.27,16.13,10.75,0,10.75,0,0,2.15,0,5.38,12.9,1.08,3.23,1.08,0,0,2.15,0,2.15,0,2.15,1.08,1.08,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,3.23,13.98,3.23,1.08,4.3,0,1.08,7.53,3.23,1.08,2.15,0,2.15,0,3.23,2.15,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.83,6.45,4.3,0,0,0,0,0,0,1.08,0,0,1
d_james_20.txt,1,301,16.72,18.27,78.74,14.95,11.3,0,11.3,0,0.66,1.66,0.33,6.98,11.63,0.33,5.32,2.99,0.66,1,2.33,0,0,0.66,3.99,0,1.66,1.66,0.33,2.99,1,2.99,1,0.66,1,3.99,1.33,1.33,0.66,0,0.66,3.99,7.97,2.66,1.99,2.66,0.66,0,7.97,2.66,1.66,1.33,0.33,0.66,0.33,1.33,1,0,0.33,0,1.66,0,0,0,1.33,0.66,0,0,0,0.66,0,0,1,16.28,5.98,4.98,0,0,0,0,0.66,3.99,0.66,0,0,1
d_james_3.txt,1,260,20,18.08,74.62,9.62,5.38,0,5.38,1.15,1.54,2.69,0.38,10.38,13.85,1.54,3.08,2.31,0,1.92,0.77,0,0,0.38,6.92,0.77,0.38,4.62,0,1.54,1.54,1.54,0,1.15,0,4.62,0.77,2.69,0,0,0.77,5,4.62,5.38,0.38,3.08,1.54,0,3.46,2.69,0,2.31,1.54,1.92,0,1.15,1.15,0,0,0,1.15,0.38,0.38,0,1.92,1.54,0,0,0.38,0,0.38,0,0.77,14.62,5.38,9.23,0,0,0,0,0,0,0,0,0,1
d_james_4.txt,1,74,14.8,20.27,71.62,5.41,1.35,0,1.35,2.7,1.35,4.05,0,13.51,12.16,0,4.05,0,0,0,4.05,0,1.35,0,5.41,0,0,1.35,2.7,1.35,2.7,1.35,0,1.35,0,6.76,1.35,4.05,1.35,0,0,2.7,4.05,2.7,2.7,2.7,0,0,12.16,1.35,0,0,0,0,0,1.35,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,8.11,6.76,0,0,0,0,0,0,0,1.35,0,0,1
d_james_5.txt,1,75,12.5,12,74.67,6.67,1.33,5.33,6.67,0,0,4,0,8,14.67,0,5.33,2.67,0,0,2.67,0,1.33,0,0,0,0,0,0,1.33,2.67,2.67,1.33,1.33,0,8,1.33,5.33,0,0,0,8,5.33,6.67,1.33,4,1.33,0,6.67,4,1.33,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,1.33,1.33,0,1.33,0,0,0,0,0,10.67,6.67,2.67,0,0,0,0,0,0,1.33,0,0,1
d_james_6.txt,1,122,15.25,14.75,80.33,13.93,9.84,0,9.84,0,0.82,0.82,0,11.48,15.57,2.46,5.74,2.46,0,0.82,3.28,0,0.82,0,6.56,0,3.28,0.82,1.64,1.64,2.46,0,0,0,0,1.64,0,0.82,0,0,0.82,3.28,8.2,3.28,0.82,2.46,0.82,0.82,5.74,0,1.64,2.46,0,0.82,1.64,4.92,3.28,0.82,0.82,0,0.82,0,0,0,0.82,0,0,0.82,0,0,0,0,0,12.3,6.56,4.92,0,0,0,0,0.82,0,0,0,0,1
d_james_7.txt,1,86,14.33,18.6,79.07,11.63,6.98,0,6.98,2.33,0,2.33,0,6.98,13.95,1.16,8.14,6.98,2.33,1.16,1.16,0,0,0,4.65,0,1.16,2.33,0,1.16,3.49,2.33,1.16,1.16,0,3.49,1.16,2.33,0,0,0,5.81,3.49,11.63,2.33,4.65,1.16,1.16,5.81,3.49,1.16,3.49,0,1.16,2.33,1.16,1.16,0,0,0,1.16,0,0,0,1.16,0,1.16,0,0,0,0,0,1.16,8.14,6.98,0,0,0,0,0,0,0,1.16,0,0,1
d_james_8.txt,1,148,14.8,13.51,79.05,10.14,2.7,4.73,7.43,0,0.68,0.68,0,12.84,14.86,0.68,2.03,0.68,0,0,1.35,0,0.68,0,2.03,0,0,0.68,0.68,0.68,2.7,4.05,1.35,0.68,1.35,8.11,1.35,6.08,0,0,0.68,4.73,11.49,4.73,1.35,2.7,0.68,0.68,5.41,2.03,0.68,1.35,0.68,1.35,0,4.05,3.38,0.68,0,0,0.68,0,0,0,2.03,0.68,0.68,0,0,0.68,0,0,0,10.14,6.76,2.03,0,0,0,0,0,0,1.35,0,0,1
d_james_9.txt,1,67,9.57,22.39,76.12,5.97,1.49,0,1.49,1.49,1.49,7.46,0,10.45,11.94,0,7.46,4.48,0,1.49,2.99,1.49,0,0,2.99,0,0,2.99,0,1.49,4.48,2.99,1.49,0,1.49,5.97,0,2.99,0,0,2.99,1.49,1.49,8.96,0,4.48,1.49,0,8.96,0,0,0,0,0,0,2.99,1.49,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,1.49,17.91,8.96,5.97,0,0,0,1.49,1.49,0,0,0,0,1
d_monaco_1.txt,1,136,27.2,18.38,70.59,4.41,0.74,0,0.74,1.47,0,4.41,0,13.24,13.24,1.47,5.15,4.41,0,2.21,0.74,0,0,0.74,3.68,0,0,2.94,0.74,3.68,1.47,1.47,0.74,0,0,2.94,0.74,1.47,0.74,0,0,0,4.41,5.88,5.15,2.21,2.21,0,5.15,5.15,1.47,0.74,0,0.74,0,2.94,2.94,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,19.12,4.41,3.68,0,0,0,0.74,3.68,5.88,0.74,0,0,1
d_monaco_10.txt,1,155,19.38,12.26,74.19,8.39,1.29,5.16,6.45,0.65,1.29,1.29,0,11.61,12.26,2.58,3.23,2.58,0,0.65,0.65,0,0.65,0,7.1,1.94,1.94,3.23,0.65,1.29,2.58,1.94,0.65,0.65,0,8.39,0.65,7.1,0.65,0,0,3.87,5.16,7.1,1.29,3.23,0.65,0.65,7.1,2.58,0,1.29,0.65,0,0.65,1.94,1.94,0,0,0,0.65,0,0,0,0.65,0,0,0.65,0,0,0,0,0.65,14.84,4.52,2.58,1.29,0,0,0.65,1.94,3.87,0,0,0,1
d_monaco_11.txt,1,98,12.25,15.31,73.47,9.18,5.1,0,5.1,0,0,2.04,0,11.22,9.18,1.02,3.06,3.06,1.02,1.02,0,0,0,0,6.12,0,2.04,3.06,0,2.04,4.08,0,0,0,0,2.04,0,1.02,1.02,0,0,5.1,3.06,9.18,1.02,7.14,2.04,0,6.12,5.1,1.02,2.04,0,1.02,1.02,1.02,0,1.02,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,16.33,8.16,3.06,0,0,0,0,1.02,2.04,1.02,0,1.02,1
d_monaco_12.txt,1,257,14.28,17.51,75.49,13.62,7.39,0,7.39,0.78,2.72,3.11,0.78,7.78,8.56,1.56,2.72,1.56,0,0.39,1.17,0,0.39,0,5.45,0,1.17,2.33,0.78,1.56,0.78,1.17,0.39,0.78,0,5.84,1.95,3.5,0.39,0,0,4.28,10.12,4.28,0.39,1.56,0.39,0,6.23,3.5,1.95,1.95,0.78,1.17,0.78,3.5,3.11,0,0,0,2.72,0,0,0,1.95,0.78,0,0.39,0.39,0.78,0,0,0.39,13.23,7,4.28,0.39,0,0,0,0.78,0,0.39,0,0.39,1
d_monaco_13.txt,1,98,16.33,16.33,79.59,10.2,7.14,0,7.14,0,1.02,1.02,0,13.27,16.33,3.06,2.04,1.02,0,0,1.02,0,1.02,0,3.06,1.02,1.02,1.02,0,2.04,0,4.08,2.04,2.04,0,6.12,4.08,2.04,0,0,0,2.04,6.12,5.1,0,4.08,2.04,0,5.1,2.04,0,1.02,1.02,0,0,5.1,5.1,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,11.22,6.12,3.06,0,0,0,0,1.02,0,1.02,0,0,1
d_monaco_14.txt,1,201,16.75,18.91,74.13,7.96,5.47,0,5.47,0,0,2.99,0,5.97,15.42,1,3.48,2.49,0,0.5,1,0,0,0,5.47,0,0.5,1.99,0.5,4.98,0.5,1.49,0.5,0,0.5,3.48,2.49,0,0.5,0,0,5.47,7.46,3.48,1.49,6.47,1.49,0.5,5.47,5.47,1,2.99,0,1.49,1.49,2.49,2.49,0,0,0,1.49,0,0,0,1.49,0,0,1,0,0.5,0,0,0,14.93,6.97,4.98,0,0,0,0,0,0,0,2.99,0,1
d_monaco_15.txt,1,124,17.71,12.9,70.97,12.9,7.26,0,7.26,1.61,3.23,1.61,0,9.68,8.87,2.42,3.23,3.23,0,0.81,0,0,0,0,7.26,3.23,1.61,4.03,0,0,0.81,3.23,0.81,0.81,0,6.45,1.61,4.84,0,0,0,2.42,4.03,4.84,2.42,2.42,0.81,0,4.84,6.45,0,0,0,0,0,1.61,0.81,0,0.81,0,0,0,0,0,2.42,1.61,0,0,0.81,0,0,0,0,15.32,5.65,3.23,0,0,0,0,1.61,3.23,0,1.61,0,1
